image,condition,label
22901_2017-04-07 18_58_26-x-ROI_147-x-glomerulus-x-38678-x-130966-x-801-x-801.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_148-x-glomerulus-x-52643-x-144749-x-862-x-862.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_149-x-glomerulus-x-47665-x-62013-x-917-x-917.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_15-x-glomerulus-x-49740-x-71727-x-976-x-976.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_150-x-glomerulus-x-73152-x-69321-x-929-x-929.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_151-x-glomerulus-x-39543-x-127880-x-966-x-966.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_152-x-glomerulus-x-35410-x-125235-x-846-x-846.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_153-x-glomerulus-x-46817-x-73456-x-868-x-868.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_154-x-glomerulus-x-50070-x-67474-x-782-x-782.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_155-x-glomerulus-x-58247-x-51481-x-815-x-815.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_156-x-glomerulus-x-61715-x-76220-x-808-x-807.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_157-x-glomerulus-x-42107-x-146589-x-706-x-706.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_158-x-glomerulus-x-42646-x-51275-x-968-x-967.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_159-x-glomerulus-x-50802-x-153201-x-858-x-858.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_16-x-glomerulus-x-37616-x-137568-x-885-x-885.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_160-x-glomerulus-x-46301-x-125262-x-882-x-882.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_161-x-glomerulus-x-52304-x-63998-x-908-x-908.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_162-x-glomerulus-x-53227-x-71081-x-836-x-836.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_163-x-glomerulus-x-52059-x-62534-x-772-x-772.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_164-x-glomerulus-x-43126-x-49260-x-836-x-836.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_165-x-glomerulus-x-44777-x-143087-x-934-x-934.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_166-x-glomerulus-x-58091-x-133776-x-866-x-866.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_167-x-glomerulus-x-46201-x-148616-x-940-x-940.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_168-x-glomerulus-x-53113-x-48075-x-891-x-892.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_169-x-glomerulus-x-41754-x-149375-x-682-x-682.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_17-x-glomerulus-x-74669-x-67293-x-893-x-894.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_170-x-glomerulus-x-54043-x-67792-x-751-x-751.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_171-x-glomerulus-x-41359-x-143199-x-854-x-854.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_172-x-glomerulus-x-54093-x-131362-x-844-x-844.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_173-x-glomerulus-x-51582-x-43493-x-711-x-711.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_174-x-glomerulus-x-59336-x-73271-x-927-x-927.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_175-x-glomerulus-x-49386-x-56528-x-926-x-926.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_176-x-glomerulus-x-50243-x-147110-x-938-x-938.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_177-x-glomerulus-x-55186-x-64619-x-895-x-896.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_178-x-glomerulus-x-48404-x-147039-x-761-x-761.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_179-x-glomerulus-x-45241-x-59077-x-833-x-834.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_18-x-glomerulus-x-46378-x-151806-x-1036-x-1036.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_180-x-glomerulus-x-37408-x-142231-x-905-x-905.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_181-x-glomerulus-x-57851-x-150249-x-701-x-701.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_182-x-glomerulus-x-53094-x-62054-x-981-x-980.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_183-x-glomerulus-x-53391-x-148825-x-978-x-977.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_184-x-glomerulus-x-56269-x-45032-x-837-x-836.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_185-x-glomerulus-x-55132-x-75289-x-888-x-889.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_186-x-glomerulus-x-50540-x-132863-x-853-x-853.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_187-x-glomerulus-x-49910-x-126000-x-937-x-937.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_188-x-glomerulus-x-54516-x-59358-x-725-x-725.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_189-x-glomerulus-x-45136-x-57214-x-801-x-800.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_19-x-glomerulus-x-60296-x-151536-x-835-x-835.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_190-x-glomerulus-x-40504-x-126342-x-698-x-698.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_191-x-glomerulus-x-46427-x-124274-x-676-x-676.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_192-x-glomerulus-x-51997-x-54351-x-1021-x-1021.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_193-x-glomerulus-x-46605-x-133303-x-853-x-853.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_194-x-glomerulus-x-41728-x-123997-x-758-x-758.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_195-x-glomerulus-x-42583-x-143964-x-780-x-780.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_196-x-glomerulus-x-51126-x-45322-x-767-x-767.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_197-x-glomerulus-x-46955-x-64766-x-706-x-706.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_198-x-glomerulus-x-53020-x-69214-x-672-x-672.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_199-x-glomerulus-x-44981-x-64042-x-855-x-855.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_2-x-glomerulus-x-50818-x-67711-x-972-x-972.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_20-x-glomerulus-x-63757-x-53512-x-930-x-929.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_200-x-glomerulus-x-52232-x-72736-x-921-x-922.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_201-x-glomerulus-x-64435-x-150129-x-747-x-748.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_202-x-glomerulus-x-50649-x-52532-x-824-x-824.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_203-x-glomerulus-x-59434-x-49674-x-926-x-926.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_204-x-glomerulus-x-47042-x-136092-x-987-x-987.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_205-x-glomerulus-x-70121-x-148062-x-902-x-903.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_206-x-glomerulus-x-56842-x-44100-x-727-x-727.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_207-x-glomerulus-x-61581-x-154259-x-919-x-919.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_208-x-glomerulus-x-45532-x-44881-x-702-x-702.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_209-x-glomerulus-x-40233-x-47160-x-717-x-717.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_21-x-glomerulus-x-45718-x-63384-x-905-x-905.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_210-x-glomerulus-x-66808-x-150672-x-757-x-756.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_211-x-glomerulus-x-46051-x-65057-x-857-x-857.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_212-x-glomerulus-x-51092-x-149595-x-666-x-665.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_213-x-glomerulus-x-59967-x-54275-x-682-x-682.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_214-x-glomerulus-x-47414-x-71039-x-575-x-575.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_215-x-glomerulus-x-48220-x-156497-x-634-x-634.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_216-x-glomerulus-x-61554-x-53651-x-654-x-654.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_217-x-glomerulus-x-59310-x-151969-x-893-x-893.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_218-x-glomerulus-x-47644-x-56894-x-939-x-938.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_219-x-glomerulus-x-39335-x-53926-x-1001-x-1000.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_22-x-glomerulus-x-38335-x-139035-x-876-x-875.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_220-x-glomerulus-x-70377-x-71074-x-486-x-486.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_221-x-glomerulus-x-49222-x-143064-x-794-x-794.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_222-x-glomerulus-x-54009-x-138136-x-642-x-642.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_223-x-glomerulus-x-42193-x-136168-x-728-x-728.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_224-x-glomerulus-x-45846-x-137440-x-901-x-901.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_225-x-glomerulus-x-41674-x-138601-x-816-x-816.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_226-x-glomerulus-x-61202-x-130838-x-792-x-792.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_227-x-glomerulus-x-58579-x-75593-x-704-x-704.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_228-x-glomerulus-x-68488-x-70505-x-863-x-863.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_229-x-glomerulus-x-50746-x-155405-x-610-x-610.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_23-x-glomerulus-x-48743-x-155170-x-871-x-871.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_230-x-glomerulus-x-59677-x-70678-x-748-x-747.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_231-x-glomerulus-x-56155-x-133996-x-673-x-674.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_232-x-glomerulus-x-60956-x-47982-x-873-x-872.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_233-x-glomerulus-x-56474-x-58437-x-683-x-683.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_234-x-glomerulus-x-61783-x-49940-x-621-x-622.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_235-x-glomerulus-x-40486-x-60178-x-997-x-997.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_236-x-glomerulus-x-49804-x-156850-x-562-x-562.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_237-x-glomerulus-x-42048-x-140509-x-742-x-741.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_238-x-glomerulus-x-55630-x-79538-x-589-x-589.png,Global disappearing glomerulosclerosis,3
22901_2017-04-07 18_58_26-x-ROI_239-x-glomerulus-x-50877-x-76227-x-566-x-566.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_24-x-glomerulus-x-64527-x-148732-x-816-x-816.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_240-x-glomerulus-x-56868-x-157609-x-603-x-604.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_241-x-glomerulus-x-53836-x-48121-x-811-x-810.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_242-x-glomerulus-x-60572-x-155520-x-815-x-815.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_243-x-glomerulus-x-51789-x-150250-x-811-x-811.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_244-x-glomerulus-x-66146-x-71294-x-808-x-808.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_245-x-glomerulus-x-57487-x-129484-x-574-x-574.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_246-x-glomerulus-x-57546-x-157775-x-533-x-534.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_247-x-glomerulus-x-39071-x-143189-x-885-x-886.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_248-x-glomerulus-x-43220-x-149088-x-643-x-642.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_249-x-glomerulus-x-57570-x-127779-x-685-x-685.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_25-x-glomerulus-x-40895-x-46060-x-1006-x-1006.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_250-x-glomerulus-x-55533-x-50765-x-771-x-771.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_251-x-glomerulus-x-35507-x-129267-x-653-x-654.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_252-x-glomerulus-x-53762-x-73146-x-692-x-692.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_253-x-glomerulus-x-44124-x-137979-x-950-x-950.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_254-x-glomerulus-x-62599-x-154080-x-840-x-840.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_255-x-glomerulus-x-41988-x-61428-x-946-x-945.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_256-x-glomerulus-x-45390-x-67816-x-576-x-576.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_257-x-glomerulus-x-51834-x-124301-x-630-x-630.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_258-x-glomerulus-x-54968-x-159562-x-608-x-607.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_259-x-glomerulus-x-45110-x-153356-x-521-x-522.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_26-x-glomerulus-x-49724-x-124760-x-999-x-998.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_260-x-glomerulus-x-55862-x-67855-x-495-x-494.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_261-x-glomerulus-x-45793-x-153568-x-649-x-649.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_262-x-glomerulus-x-57688-x-133134-x-694-x-694.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_263-x-glomerulus-x-46714-x-147948-x-825-x-826.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_264-x-glomerulus-x-58394-x-78029-x-576-x-576.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_265-x-glomerulus-x-57348-x-58220-x-604-x-604.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_266-x-glomerulus-x-60848-x-72616-x-979-x-979.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_267-x-glomerulus-x-35744-x-131977-x-634-x-634.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_268-x-glomerulus-x-52682-x-157253-x-542-x-541.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_269-x-glomerulus-x-57704-x-77802-x-654-x-654.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_27-x-glomerulus-x-51198-x-147184-x-968-x-968.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_270-x-glomerulus-x-65352-x-51749-x-789-x-789.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_271-x-glomerulus-x-45758-x-152146-x-496-x-495.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_272-x-glomerulus-x-61860-x-54300-x-908-x-908.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_273-x-glomerulus-x-46857-x-74656-x-536-x-536.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_274-x-glomerulus-x-51993-x-74954-x-576-x-576.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_275-x-glomerulus-x-48916-x-59176-x-588-x-588.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_276-x-glomerulus-x-45555-x-155773-x-583-x-584.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_277-x-glomerulus-x-49417-x-75727-x-574-x-574.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_278-x-glomerulus-x-35395-x-138657-x-840-x-841.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_279-x-glomerulus-x-44962-x-69056-x-521-x-521.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_28-x-glomerulus-x-39278-x-130719-x-864-x-864.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_280-x-glomerulus-x-47824-x-157142-x-593-x-593.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_281-x-glomerulus-x-66738-x-49253-x-751-x-751.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_282-x-glomerulus-x-52812-x-147285-x-600-x-600.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_283-x-glomerulus-x-62080-x-48284-x-685-x-684.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_284-x-glomerulus-x-47208-x-42398-x-533-x-534.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_285-x-glomerulus-x-51618-x-57567-x-1015-x-1015.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_286-x-glomerulus-x-62829-x-75179-x-892-x-892.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_287-x-glomerulus-x-42759-x-56963-x-453-x-453.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_288-x-glomerulus-x-44015-x-66203-x-648-x-648.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_289-x-glomerulus-x-43024-x-150425-x-655-x-655.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_29-x-glomerulus-x-51883-x-148044-x-768-x-768.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_290-x-glomerulus-x-57703-x-75748-x-511-x-511.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_291-x-glomerulus-x-63881-x-75082-x-800-x-800.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_292-x-glomerulus-x-40620-x-136591-x-636-x-636.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_293-x-glomerulus-x-40175-x-49963-x-583-x-583.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_294-x-glomerulus-x-46740-x-72229-x-453-x-454.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_295-x-glomerulus-x-56348-x-69594-x-561-x-561.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_296-x-glomerulus-x-52083-x-123376-x-614-x-615.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_297-x-glomerulus-x-54691-x-72918-x-542-x-541.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_298-x-glomerulus-x-38879-x-56536-x-942-x-942.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_299-x-glomerulus-x-55087-x-67130-x-611-x-611.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_3-x-glomerulus-x-54727-x-44411-x-961-x-961.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_30-x-glomerulus-x-46977-x-46380-x-965-x-964.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_300-x-glomerulus-x-49233-x-158010-x-590-x-591.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_301-x-glomerulus-x-42359-x-145455-x-841-x-841.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_302-x-glomerulus-x-41911-x-123641-x-591-x-592.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_303-x-glomerulus-x-55983-x-50403-x-422-x-412.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_304-x-glomerulus-x-45005-x-152883-x-514-x-526.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_305-x-glomerulus-x-53711-x-76951-x-700-x-586.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_306-x-glomerulus-x-38440-x-50592-x-704-x-705.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_307-x-glomerulus-x-44410-x-55040-x-623-x-623.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_308-x-glomerulus-x-48350-x-75081-x-849-x-848.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_309-x-glomerulus-x-48776-x-76163-x-704-x-703.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_31-x-glomerulus-x-48163-x-134918-x-1052-x-1051.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_310-x-glomerulus-x-50183-x-77237-x-495-x-495.png,Global disappearing glomerulosclerosis,3
22901_2017-04-07 18_58_26-x-ROI_311-x-glomerulus-x-50305-x-76752-x-535-x-535.png,Global obsolescent glomerulosclerosis,1
22901_2017-04-07 18_58_26-x-ROI_312-x-glomerulus-x-57166-x-43138-x-774-x-774.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_313-x-glomerulus-x-55091-x-73937-x-737-x-737.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_314-x-glomerulus-x-55813-x-73389-x-611-x-611.png,Global disappearing glomerulosclerosis,3
22901_2017-04-07 18_58_26-x-ROI_315-x-glomerulus-x-58780-x-71302-x-973-x-974.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_316-x-glomerulus-x-59768-x-71716-x-905-x-905.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_317-x-glomerulus-x-44404-x-153550-x-548-x-547.png,Wire loop,-1
22901_2017-04-07 18_58_26-x-ROI_318-x-glomerulus-x-47177-x-156111-x-856-x-856.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_319-x-glomerulus-x-50547-x-156752-x-498-x-498.png,Global solidified glomerulosclerosis,2
22901_2017-04-07 18_58_26-x-ROI_32-x-glomerulus-x-48795-x-47124-x-805-x-804.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_320-x-glomerulus-x-56501-x-155482-x-590-x-590.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_321-x-glomerulus-x-57288-x-155137-x-935-x-935.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_322-x-glomerulus-x-58130-x-151343-x-778-x-778.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_323-x-glomerulus-x-66701-x-149027-x-936-x-936.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_33-x-glomerulus-x-53937-x-155353-x-879-x-879.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_34-x-glomerulus-x-40600-x-43201-x-933-x-933.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_35-x-glomerulus-x-45400-x-62608-x-787-x-787.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_36-x-glomerulus-x-59877-x-132808-x-890-x-891.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_37-x-glomerulus-x-50330-x-64518-x-915-x-915.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_38-x-glomerulus-x-55096-x-129407-x-966-x-967.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_39-x-glomerulus-x-53092-x-75740-x-901-x-901.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_4-x-glomerulus-x-45547-x-47520-x-1016-x-1015.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_40-x-glomerulus-x-44148-x-133616-x-856-x-856.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_41-x-glomerulus-x-57313-x-133992-x-870-x-870.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_42-x-glomerulus-x-61118-x-54457-x-863-x-863.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_43-x-glomerulus-x-38417-x-130213-x-965-x-965.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_44-x-glomerulus-x-44350-x-46277-x-976-x-975.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_45-x-glomerulus-x-44408-x-145890-x-737-x-736.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_46-x-glomerulus-x-44080-x-131856-x-1010-x-1010.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_47-x-glomerulus-x-48556-x-128603-x-849-x-849.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_48-x-glomerulus-x-51352-x-125248-x-817-x-817.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_49-x-glomerulus-x-53129-x-138484-x-720-x-721.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_5-x-glomerulus-x-48129-x-70840-x-982-x-982.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_50-x-glomerulus-x-45233-x-132025-x-984-x-983.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_51-x-glomerulus-x-35556-x-136071-x-907-x-907.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_52-x-glomerulus-x-57863-x-152811-x-937-x-937.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_53-x-glomerulus-x-33601-x-125431-x-983-x-982.png,Periglomerular fibrosis,4
22901_2017-04-07 18_58_26-x-ROI_54-x-glomerulus-x-48685-x-148326-x-1005-x-1005.png,Normal,0
22901_2017-04-07 18_58_26-x-ROI_55-x-glomerulus-x-66422-x-69960-x-845-x-845.png,Periglomerular fibrosis,4
