image,condition,label
22861_2017-04-08 12_12_09-x-ROI_1359-x-glomerulus-x-83140-x-60086-x-392-x-392.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_136-x-glomerulus-x-51732-x-86337-x-683-x-683.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1360-x-glomerulus-x-80602-x-60141-x-523-x-523.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1361-x-glomerulus-x-80914-x-60323-x-473-x-472.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1362-x-glomerulus-x-78130-x-56410-x-508-x-508.png,Global disappearing glomerulosclerosis,3
22861_2017-04-08 12_12_09-x-ROI_1363-x-glomerulus-x-78613-x-55705-x-765-x-765.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1364-x-glomerulus-x-78628-x-56304-x-579-x-579.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1365-x-glomerulus-x-78830-x-56737-x-699-x-700.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1366-x-glomerulus-x-80028-x-54884-x-503-x-503.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1367-x-glomerulus-x-79605-x-52864-x-735-x-735.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1368-x-glomerulus-x-82320-x-53606-x-632-x-632.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1369-x-glomerulus-x-83888-x-59958-x-548-x-548.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_137-x-glomerulus-x-64608-x-81817-x-681-x-681.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1370-x-glomerulus-x-85656-x-53738-x-592-x-592.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1371-x-glomerulus-x-84736-x-52882-x-468-x-468.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1372-x-glomerulus-x-84556-x-54782-x-544-x-544.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1373-x-glomerulus-x-84952-x-55030-x-504-x-504.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1374-x-glomerulus-x-31892-x-171442-x-580-x-580.png,Global disappearing glomerulosclerosis,3
22861_2017-04-08 12_12_09-x-ROI_1375-x-glomerulus-x-33128-x-172570-x-592-x-592.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1376-x-glomerulus-x-33696-x-170538-x-456-x-456.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1377-x-glomerulus-x-34448-x-166934-x-580-x-580.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1378-x-glomerulus-x-35024-x-166098-x-464-x-464.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1379-x-glomerulus-x-42404-x-168964-x-770-x-770.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_138-x-glomerulus-x-39837-x-171096-x-672-x-672.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1380-x-glomerulus-x-46011-x-169580-x-548-x-548.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1381-x-glomerulus-x-48714-x-168394-x-629-x-629.png,Global solidified glomerulosclerosis,2
22861_2017-04-08 12_12_09-x-ROI_1382-x-glomerulus-x-47415-x-164799-x-669-x-669.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1383-x-glomerulus-x-47763-x-162674-x-588-x-588.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1384-x-glomerulus-x-47496-x-161943-x-488-x-488.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1385-x-glomerulus-x-50346-x-160770-x-679-x-679.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1386-x-glomerulus-x-52335-x-162054-x-588-x-589.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1387-x-glomerulus-x-51670-x-163832-x-669-x-669.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1388-x-glomerulus-x-52315-x-163656-x-508-x-508.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1389-x-glomerulus-x-49940-x-160876-x-453-x-453.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_139-x-glomerulus-x-65666-x-82890-x-786-x-786.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1390-x-glomerulus-x-53826-x-164902-x-458-x-458.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1391-x-glomerulus-x-54820-x-163264-x-513-x-513.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1392-x-glomerulus-x-54549-x-163870-x-516-x-516.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_1393-x-glomerulus-x-56056-x-165180-x-664-x-664.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1394-x-glomerulus-x-56881-x-166054-x-549-x-548.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1395-x-glomerulus-x-56749-x-162841-x-633-x-632.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1396-x-glomerulus-x-60988-x-160031-x-480-x-480.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1397-x-glomerulus-x-63536-x-163712-x-500-x-500.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1398-x-glomerulus-x-64542-x-156807-x-594-x-594.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1399-x-glomerulus-x-66273-x-161005-x-644-x-643.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_14-x-glomerulus-x-64450-x-80632-x-728-x-727.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_140-x-glomerulus-x-61422-x-84278-x-701-x-700.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1400-x-glomerulus-x-69379-x-158419-x-517-x-516.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1401-x-glomerulus-x-70075-x-157499-x-632-x-632.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1402-x-glomerulus-x-69765-x-155725-x-626-x-626.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1403-x-glomerulus-x-71194-x-154924-x-729-x-729.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1404-x-glomerulus-x-72584-x-155740-x-616-x-617.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1405-x-glomerulus-x-71558-x-156576-x-539-x-539.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1406-x-glomerulus-x-71829-x-157060-x-497-x-497.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1407-x-glomerulus-x-73326-x-158647-x-439-x-439.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1408-x-glomerulus-x-74391-x-155438-x-477-x-477.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_1409-x-glomerulus-x-73043-x-155054-x-561-x-561.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_141-x-glomerulus-x-37421-x-169760-x-654-x-654.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1410-x-glomerulus-x-73004-x-149821-x-512-x-513.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1411-x-glomerulus-x-75552-x-149062-x-672-x-672.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1412-x-glomerulus-x-75816-x-152370-x-736-x-736.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1413-x-glomerulus-x-77644-x-154953-x-548-x-549.png,Global solidified glomerulosclerosis,2
22861_2017-04-08 12_12_09-x-ROI_1414-x-glomerulus-x-77795-x-154470-x-543-x-543.png,Global solidified glomerulosclerosis,2
22861_2017-04-08 12_12_09-x-ROI_1415-x-glomerulus-x-77965-x-153794-x-430-x-430.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1416-x-glomerulus-x-77506-x-152670-x-873-x-873.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1417-x-glomerulus-x-78345-x-149777-x-552-x-553.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1418-x-glomerulus-x-78779-x-150466-x-482-x-482.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1419-x-glomerulus-x-80844-x-149178-x-538-x-538.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_142-x-glomerulus-x-50963-x-88023-x-763-x-763.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1420-x-glomerulus-x-80233-x-150527-x-451-x-451.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1421-x-glomerulus-x-81777-x-147115-x-522-x-522.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1422-x-glomerulus-x-78307-x-144824-x-597-x-598.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1423-x-glomerulus-x-76800-x-141644-x-790-x-790.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1424-x-glomerulus-x-77238-x-139856-x-795-x-795.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1425-x-glomerulus-x-78516-x-141270-x-555-x-555.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1426-x-glomerulus-x-78301-x-136789-x-551-x-552.png,Global solidified glomerulosclerosis,2
22861_2017-04-08 12_12_09-x-ROI_1427-x-glomerulus-x-78946-x-137105-x-819-x-820.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1428-x-glomerulus-x-80280-x-135419-x-573-x-573.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1429-x-glomerulus-x-81398-x-135721-x-830-x-831.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_143-x-glomerulus-x-77489-x-67576-x-687-x-688.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_1430-x-glomerulus-x-82718-x-134326-x-694-x-695.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1431-x-glomerulus-x-84966-x-136147-x-529-x-530.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_1432-x-glomerulus-x-81468-x-138925-x-532-x-532.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1433-x-glomerulus-x-83139-x-140716-x-432-x-432.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1434-x-glomerulus-x-83019-x-141223-x-413-x-413.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1435-x-glomerulus-x-83876-x-140650-x-528-x-528.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_1436-x-glomerulus-x-81005-x-140161-x-526-x-526.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_144-x-glomerulus-x-77024-x-148209-x-709-x-709.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_145-x-glomerulus-x-61023-x-160707-x-731-x-732.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_146-x-glomerulus-x-73931-x-154923-x-633-x-634.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_147-x-glomerulus-x-52935-x-83355-x-785-x-784.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_148-x-glomerulus-x-71005-x-153376-x-804-x-805.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_149-x-glomerulus-x-77221-x-73819-x-774-x-774.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_15-x-glomerulus-x-51034-x-81590-x-693-x-693.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_150-x-glomerulus-x-41270-x-92250-x-674-x-673.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_151-x-glomerulus-x-81254-x-62677-x-653-x-652.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_152-x-glomerulus-x-77820-x-144990-x-622-x-622.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_153-x-glomerulus-x-74809-x-148596-x-621-x-622.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_154-x-glomerulus-x-42957-x-169941-x-700-x-700.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_155-x-glomerulus-x-73418-x-77861-x-628-x-628.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_156-x-glomerulus-x-60456-x-163816-x-656-x-656.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_157-x-glomerulus-x-55182-x-84163-x-712-x-712.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_158-x-glomerulus-x-83131-x-134957-x-638-x-638.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_159-x-glomerulus-x-49818-x-84105-x-729-x-729.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_16-x-glomerulus-x-72396-x-156355-x-719-x-720.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_160-x-glomerulus-x-77429-x-65721-x-675-x-674.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_161-x-glomerulus-x-82258-x-54671-x-694-x-694.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_162-x-glomerulus-x-56813-x-161128-x-752-x-752.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_163-x-glomerulus-x-47983-x-169051-x-626-x-626.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_164-x-glomerulus-x-38968-x-167223-x-629-x-629.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_165-x-glomerulus-x-38284-x-169075-x-743-x-742.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_166-x-glomerulus-x-48446-x-86030-x-653-x-653.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_167-x-glomerulus-x-47876-x-164193-x-612-x-611.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_168-x-glomerulus-x-62303-x-159539-x-576-x-576.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_169-x-glomerulus-x-79916-x-148063-x-658-x-658.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_17-x-glomerulus-x-76489-x-147708-x-725-x-725.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_170-x-glomerulus-x-46564-x-86341-x-790-x-791.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_171-x-glomerulus-x-79406-x-68741-x-670-x-670.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_172-x-glomerulus-x-84288-x-134895-x-637-x-637.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_173-x-glomerulus-x-33385-x-171514-x-717-x-717.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_174-x-glomerulus-x-82285-x-143957-x-698-x-698.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_175-x-glomerulus-x-43727-x-166376-x-710-x-710.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_176-x-glomerulus-x-36201-x-92049-x-642-x-641.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_177-x-glomerulus-x-36614-x-93091-x-607-x-607.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_178-x-glomerulus-x-80102-x-147603-x-778-x-778.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_179-x-glomerulus-x-49126-x-159920-x-704-x-703.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_18-x-glomerulus-x-59239-x-80777-x-690-x-690.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_180-x-glomerulus-x-39525-x-93223-x-666-x-666.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_181-x-glomerulus-x-60145-x-86598-x-541-x-542.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_182-x-glomerulus-x-81310-x-66063-x-576-x-576.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_183-x-glomerulus-x-69216-x-158806-x-688-x-688.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_184-x-glomerulus-x-76193-x-70544-x-569-x-568.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_185-x-glomerulus-x-65550-x-144959-x-704-x-704.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_186-x-glomerulus-x-39652-x-168756-x-729-x-729.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_187-x-glomerulus-x-60760-x-86047-x-670-x-670.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_188-x-glomerulus-x-60336-x-83740-x-685-x-686.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_189-x-glomerulus-x-48571-x-84165-x-656-x-656.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_19-x-glomerulus-x-48416-x-162308-x-688-x-688.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_190-x-glomerulus-x-84605-x-137851-x-617-x-616.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_191-x-glomerulus-x-61478-x-156601-x-722-x-722.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_192-x-glomerulus-x-80747-x-56376-x-684-x-685.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_193-x-glomerulus-x-73264-x-70680-x-631-x-631.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_194-x-glomerulus-x-50652-x-82869-x-568-x-568.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_195-x-glomerulus-x-78544-x-147662-x-690-x-690.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_196-x-glomerulus-x-50442-x-81678-x-704-x-705.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_197-x-glomerulus-x-40103-x-166320-x-690-x-690.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_198-x-glomerulus-x-80434-x-67258-x-758-x-758.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_199-x-glomerulus-x-77149-x-147780-x-665-x-665.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_2-x-glomerulus-x-53559-x-160468-x-809-x-808.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_20-x-glomerulus-x-73556-x-78765-x-740-x-740.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_200-x-glomerulus-x-59464-x-85029-x-750-x-750.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_201-x-glomerulus-x-63869-x-83434-x-724-x-724.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_202-x-glomerulus-x-40077-x-91414-x-773-x-773.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_203-x-glomerulus-x-51590-x-161703-x-749-x-749.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_204-x-glomerulus-x-80335-x-143048-x-696-x-696.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_205-x-glomerulus-x-77445-x-144590-x-637-x-638.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_206-x-glomerulus-x-39992-x-169432-x-676-x-676.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_207-x-glomerulus-x-47763-x-161572-x-625-x-625.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_208-x-glomerulus-x-81714-x-144963-x-686-x-685.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_209-x-glomerulus-x-36308-x-92783-x-618-x-618.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_21-x-glomerulus-x-44742-x-92098-x-732-x-732.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_210-x-glomerulus-x-35753-x-93856-x-637-x-637.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_211-x-glomerulus-x-41903-x-167295-x-660-x-660.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_212-x-glomerulus-x-80023-x-139977-x-590-x-590.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_213-x-glomerulus-x-54000-x-87631-x-705-x-705.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_214-x-glomerulus-x-49099-x-162399-x-636-x-636.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_215-x-glomerulus-x-60480-x-81552-x-649-x-649.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_216-x-glomerulus-x-54464-x-87913-x-717-x-717.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_217-x-glomerulus-x-78594-x-144235-x-614-x-614.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_218-x-glomerulus-x-78798-x-63912-x-588-x-588.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_219-x-glomerulus-x-78225-x-72701-x-721-x-721.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_22-x-glomerulus-x-47282-x-168147-x-690-x-690.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_220-x-glomerulus-x-47467-x-86538-x-662-x-661.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_221-x-glomerulus-x-53772-x-84187-x-644-x-644.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_222-x-glomerulus-x-69344-x-81668-x-585-x-585.png,Wire loop,-1
22861_2017-04-08 12_12_09-x-ROI_223-x-glomerulus-x-77195-x-145962-x-635-x-635.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_224-x-glomerulus-x-78051-x-64722-x-646-x-645.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_225-x-glomerulus-x-51823-x-87369-x-692-x-692.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_226-x-glomerulus-x-50763-x-85885-x-615-x-615.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_227-x-glomerulus-x-48138-x-89897-x-712-x-713.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_228-x-glomerulus-x-63011-x-79324-x-660-x-659.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_229-x-glomerulus-x-44060-x-89064-x-664-x-663.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_23-x-glomerulus-x-42322-x-92421-x-712-x-712.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_230-x-glomerulus-x-46258-x-166139-x-668-x-668.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_231-x-glomerulus-x-56523-x-86596-x-590-x-590.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_232-x-glomerulus-x-49164-x-83440-x-577-x-577.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_233-x-glomerulus-x-77812-x-149626-x-615-x-615.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_234-x-glomerulus-x-74189-x-148375-x-763-x-763.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_235-x-glomerulus-x-37690-x-170882-x-609-x-608.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_236-x-glomerulus-x-76583-x-153862-x-784-x-784.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_237-x-glomerulus-x-67233-x-80808-x-703-x-703.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_238-x-glomerulus-x-37332-x-92642-x-599-x-599.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_239-x-glomerulus-x-49683-x-90971-x-620-x-619.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_24-x-glomerulus-x-74162-x-72136-x-666-x-666.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_240-x-glomerulus-x-38276-x-170788-x-665-x-664.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_241-x-glomerulus-x-57592-x-165339-x-528-x-528.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_242-x-glomerulus-x-82401-x-63391-x-719-x-720.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_243-x-glomerulus-x-60939-x-158783-x-698-x-697.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_244-x-glomerulus-x-78495-x-141596-x-673-x-673.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_245-x-glomerulus-x-83813-x-138893-x-570-x-571.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_246-x-glomerulus-x-81158-x-143190-x-655-x-656.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_247-x-glomerulus-x-38908-x-165880-x-608-x-608.png,Normal,0
22861_2017-04-08 12_12_09-x-ROI_248-x-glomerulus-x-77716-x-60861-x-614-x-614.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_249-x-glomerulus-x-81165-x-144861-x-610-x-610.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_25-x-glomerulus-x-58254-x-83232-x-736-x-736.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_250-x-glomerulus-x-77507-x-68464-x-718-x-718.png,Global obsolescent glomerulosclerosis,1
22861_2017-04-08 12_12_09-x-ROI_251-x-glomerulus-x-63399-x-162251-x-723-x-722.png,Periglomerular fibrosis,4
22861_2017-04-08 12_12_09-x-ROI_252-x-glomerulus-x-68924-x-80449-x-658-x-658.png,Normal,0
